Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"C04",Absolute Quantification,"ABS","18001",Ch2Unknown,"HbA","Manual",11.8,ddPCR Supermix for Probes (no dUTP),236,,,13.4,10.2,211,20958,1,214,210,20744,0,21169,,,,,,,,1.02,,,1.21,0.83,50.5,,,55.2,45.7,1,1,1439,2779.8,916.81,935.38,"",,,,12.6,11,,,,,,,1.12,0.92,,,52.9,48,
"C05",Absolute Quantification,"ABS","16472",Ch2Unknown,"HbA","Manual",24,ddPCR Supermix for Probes (no dUTP),480,,,26.3,21.7,411,19932,5,386,406,19546,0,20343,,,,,,,,0.95,,,1.08,0.82,48.7,,,52.2,45.3,1,1,1502,2535.3,891.13,924.35,"",,,,25.2,22.8,,,,,,,1.02,0.88,,,50.5,47,
"C06",Absolute Quantification,"ABS","18836",Ch2Unknown,"HbA","Manual",14.5,ddPCR Supermix for Probes (no dUTP),290,,,16.5,12.6,217,17476,4,211,213,17265,0.0929,17693,,,,,,,,0.99,,,1.18,0.8,49.8,,,54.5,45.1,1,1,1818,3217.6,1128.7,1154.3,"",,,,15.5,13.5,,,,,,,1.09,0.9,,,52.2,47.4,
"C07",Absolute Quantification,"ABS","18836",Ch2Unknown,"HbA","Manual",11.7,ddPCR Supermix for Probes (no dUTP),234,,,13.4,10,180,17996,2,172,178,17824,0.0183,18176,,,,,,,,0.97,,,1.17,0.77,49,,,54,44,1,1,1969,3411.6,1208.4,1230.2,"",,,,12.6,10.8,,,,,,,1.07,0.86,,,51.8,46.5,
"C08",Absolute Quantification,"ABS","20457",Ch2Unknown,"HbA","Manual",18.4,ddPCR Supermix for Probes (no dUTP),368,,,20.4,16.4,325,20635,8,312,317,20323,0.176,20960,,,,,,,,0.98,,,1.14,0.83,49.6,,,53.5,45.8,1,1,1660,2761.1,1008.4,1035.6,"",,,,19.4,17.4,,,,,,,1.06,0.91,,,51.6,47.6,
"C09",Absolute Quantification,"ABS","14743",Ch2Unknown,"HbA","Manual",16.2,ddPCR Supermix for Probes (no dUTP),324,,,18.1,14.3,288,20791,6,323,282,20468,0.0865,21079,,,,,,,,1.14,,,1.32,0.96,53.3,,,57.3,49.4,1,1,1684,2939.2,1082.8,1108.2,"",,,,17.1,15.2,,,,,,,1.24,1.05,,,55.4,51.3,
"C10",Absolute Quantification,"ABS","14743",Ch2Unknown,"HbA","Manual",17.3,ddPCR Supermix for Probes (no dUTP),346,,,19.3,15.2,279,18869,7,319,272,18550,0.143,19148,,,,,,,,1.17,,,1.36,0.98,53.9,,,57.9,49.9,1,1,1334,2385,770.8,794.32,"",,,,18.3,16.2,,,,,,,1.27,1.07,,,55.9,51.9,
"C11",Absolute Quantification,"ABS","NTC",Ch2Unknown,"HbA","Multi",0,ddPCR Supermix for Probes (no dUTP),0,,,0.18,0,0,19681,0,0,0,19681,0,19681,,,,,,,,,,,,,,,,,,1,1,0,0,779.52,779.52,"",,,,0.082,0,,,,,,,,,,,,,
"D02",Absolute Quantification,"ABS","13196",Ch2Unknown,"HbA","Manual",12.3,ddPCR Supermix for Probes (no dUTP),246,,,14,10.7,221,20952,1,252,220,20700,0,21173,,,,,,,,1.15,,,1.35,0.94,53.4,,,57.9,48.9,1,1,1448,2765.5,941.89,960.92,"",,,,13.2,11.5,,,,,,,1.25,1.04,,,55.7,51.1,
"D03",Absolute Quantification,"ABS","20744",Ch2Unknown,"HbA","Manual",13.3,ddPCR Supermix for Probes (no dUTP),266,,,15.1,11.6,225,19720,4,222,221,19498,0.0875,19945,,,,,,,,1,,,1.19,0.82,50.1,,,54.7,45.5,1,1,1372,2589.4,800.98,821.15,"",,,,14.2,12.5,,,,,,,1.1,0.91,,,52.5,47.8,
"D04",Absolute Quantification,"ABS","18001",Ch2Unknown,"HbA","Manual",12.6,ddPCR Supermix for Probes (no dUTP),252,,,14.3,10.9,211,19547,2,231,209,19316,0,19758,,,,,,,,1.1,,,1.31,0.9,52.5,,,57.1,47.8,1,1,1439,2725.4,913.69,933.04,"",,,,13.5,11.8,,,,,,,1.21,1,,,54.9,50.1,
"D05",Absolute Quantification,"ABS","16472",Ch2Unknown,"HbA","Manual",26.1,ddPCR Supermix for Probes (no dUTP),522,,,28.5,23.7,442,19696,15,379,427,19317,0.387,20138,,,,,,,,0.89,,,1.01,0.77,47.1,,,50.5,43.7,1,1,1502,2611.5,984.11,1019.8,"",,,,27.4,24.9,,,,,,,0.95,0.83,,,48.8,45.4,
"D06",Absolute Quantification,"ABS","18836",Ch2Unknown,"HbA","Manual",12.4,ddPCR Supermix for Probes (no dUTP),248,,,14,10.8,220,20760,4,190,216,20570,0.112,20980,,,,,,,,0.88,,,1.05,0.71,46.8,,,51.7,42,1,1,1818,3401.9,1214.4,1237.4,"",,,,13.2,11.6,,,,,,,0.97,0.79,,,49.3,44.4,
"D07",Absolute Quantification,"ABS","18836",Ch2Unknown,"HbA","Manual",14.5,ddPCR Supermix for Probes (no dUTP),290,,,16.3,12.8,266,21380,4,212,262,21168,0.0748,21646,,,,,,,,0.81,,,0.96,0.67,44.8,,,49.2,40.3,1,1,1969,3299.9,1174.2,1200.3,"",,,,15.4,13.7,,,,,,,0.89,0.74,,,47,42.5,
"D08",Absolute Quantification,"ABS","20457",Ch2Unknown,"HbA","Manual",17.6,ddPCR Supermix for Probes (no dUTP),352,,,19.6,15.6,305,20249,4,367,301,19882,0,20554,,,,,,,,1.22,,,1.4,1.03,54.9,,,58.7,51.2,1,1,1487,2706.6,946.84,972.96,"",,,,18.6,16.6,,,,,,,1.31,1.12,,,56.8,53,
"D09",Absolute Quantification,"ABS","14743",Ch2Unknown,"HbA","Manual",17.4,ddPCR Supermix for Probes (no dUTP),348,,,19.3,15.5,326,21900,6,373,320,21527,0.0241,22226,,,,,,,,1.16,,,1.34,0.99,53.8,,,57.5,50.1,1,1,1450,2688.9,935.95,961.66,"",,,,18.3,16.4,,,,,,,1.25,1.08,,,55.7,51.9,
"D10",Absolute Quantification,"ABS","14743",Ch2Unknown,"HbA","Manual",16.7,ddPCR Supermix for Probes (no dUTP),334,,,18.7,14.7,270,18910,5,332,265,18578,0.0162,19180,,,,,,,,1.25,,,1.45,1.05,55.6,,,59.5,51.6,1,1,1250,2414.2,784.01,806.96,"",,,,17.7,15.7,,,,,,,1.35,1.15,,,57.6,53.5,
"D11",Absolute Quantification,"ABS","NTC",Ch2Unknown,"HbA","Multi",0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,20219,0,0,0,20219,0,20219,,,,,,,,,,,,,,,,,,1,1,0,0,792.48,792.48,"",,,,0.08,0,,,,,,,,,,,,,
"E02",Absolute Quantification,"ABS","20744",Ch2Unknown,"HbA","Manual",13.5,ddPCR Supermix for Probes (no dUTP),270,,,15.2,11.7,231,20053,4,245,227,19808,0.0692,20284,,,,,,,,1.08,,,1.27,0.89,51.9,,,56.4,47.4,1,1,1448,2708.5,899.14,919.75,"",,,,14.4,12.6,,,,,,,1.18,0.98,,,54.2,49.6,
"E03",Absolute Quantification,"ABS","20744",Ch2Unknown,"HbA","Manual",15.2,ddPCR Supermix for Probes (no dUTP),304,,,17,13.3,261,20135,3,241,258,19894,0,20396,,,,,,,,0.93,,,1.1,0.77,48.3,,,52.7,43.9,1,1,1372,2627.5,810.11,833.37,"",,,,16.1,14.2,,,,,,,1.02,0.85,,,50.5,46.1,
"E04",Absolute Quantification,"ABS","18001",Ch2Unknown,"HbA","Manual",14.3,ddPCR Supermix for Probes (no dUTP),286,,,16.1,12.5,243,19810,2,182,241,19628,0,20053,,,,,,,,0.76,,,0.9,0.61,43.1,,,47.8,38.4,1,1,1439,2700.8,860.03,882.34,"",,,,15.3,13.4,,,,,,,0.83,0.68,,,45.5,40.7,
"E05",Absolute Quantification,"ABS","16472",Ch2Unknown,"HbA","Manual",22.1,ddPCR Supermix for Probes (no dUTP),442,,,24.3,20,411,21644,6,360,405,21284,0,22055,,,,,,,,0.89,,,1.01,0.76,47.1,,,50.6,43.6,1,1,1502,2674.9,963.7,995.59,"",,,,23.2,21,,,,,,,0.95,0.83,,,48.9,45.3,
"E06",Absolute Quantification,"ABS","18836",Ch2Unknown,"HbA","Manual",13.6,ddPCR Supermix for Probes (no dUTP),272,,,15.4,11.8,221,18980,4,243,217,18737,0.0727,19201,,,,,,,,1.12,,,1.32,0.92,52.8,,,57.3,48.3,1,1,1818,3249.9,1151.2,1175.4,"",,,,14.5,12.7,,,,,,,1.22,1.01,,,55.1,50.5,
"E07",Absolute Quantification,"ABS","18836",Ch2Unknown,"HbA","Manual",14.1,ddPCR Supermix for Probes (no dUTP),282,,,15.9,12.4,255,21119,2,205,253,20914,0,21374,,,,,,,,0.81,,,0.96,0.66,44.8,,,49.3,40.2,1,1,1969,3180.5,1101.1,1126,"",,,,15,13.2,,,,,,,0.89,0.73,,,47.1,42.5,
"E08",Absolute Quantification,"ABS","20457",Ch2Unknown,"HbA","Manual",18,ddPCR Supermix for Probes (no dUTP),360,,,20.1,15.9,283,18386,6,257,277,18129,0.131,18669,,,,,,,,0.93,,,1.08,0.77,48.2,,,52.3,44,1,1,1660,2813.1,1010.2,1037.5,"",,,,19,16.9,,,,,,,1.01,0.85,,,50.3,46,
"E09",Absolute Quantification,"ABS","14743",Ch2Unknown,"HbA","Manual",13.5,ddPCR Supermix for Probes (no dUTP),270,,,15.2,11.8,234,20286,2,334,232,19952,0,20520,,,,,,,,1.44,,,1.68,1.2,59,,,63,55,1,1,1567,2864.4,1009.9,1031,"",,,,14.4,12.6,,,,,,,1.56,1.32,,,61.1,56.9,
"E10",Absolute Quantification,"ABS","14743",Ch2Unknown,"HbA","Manual",16.3,ddPCR Supermix for Probes (no dUTP),326,,,18.1,14.4,304,21840,3,307,301,21533,0,22144,,,,,,,,1.02,,,1.18,0.86,50.5,,,54.4,46.5,1,1,1513,2716.2,923.08,947.69,"",,,,17.2,15.3,,,,,,,1.1,0.94,,,52.5,48.5,
"E11",Absolute Quantification,"ABS","NTC",Ch2Unknown,"HbA","Multi",0,ddPCR Supermix for Probes (no dUTP),0,,,0.18,0,0,20113,0,0,0,20113,0,20113,,,,,,,,,,,,,,,,,,1,1,0,0,810.33,810.33,"",,,,0.08,0,,,,,,,,,,,,,
"F02",Absolute Quantification,"ABS","20744",Ch2Unknown,"HbA","Manual",11.8,ddPCR Supermix for Probes (no dUTP),236,,,13.4,10.2,206,20411,3,210,203,20201,0.0508,20617,,,,,,,,1.03,,,1.23,0.84,50.8,,,55.6,46.1,1,1,1448,2775.5,909.07,927.71,"",,,,12.6,11,,,,,,,1.14,0.93,,,53.3,48.4,
"F03",Absolute Quantification,"ABS","20744",Ch2Unknown,"HbA","Manual",13.8,ddPCR Supermix for Probes (no dUTP),276,,,15.6,12.1,248,20948,0,230,248,20718,0,21196,,,,,,,,0.93,,,1.09,0.76,48.1,,,52.6,43.6,1,1,1372,2656,832.24,853.58,"",,,,14.7,13,,,,,,,1.01,0.84,,,50.4,45.8,
"F04",Absolute Quantification,"ABS","18001",Ch2Unknown,"HbA","Manual",13.3,ddPCR Supermix for Probes (no dUTP),266,,,15,11.6,243,21354,4,213,239,21141,0.0867,21597,,,,,,,,0.89,,,1.06,0.73,47.2,,,51.7,42.6,1,1,1439,2671.9,856.53,876.96,"",,,,14.2,12.5,,,,,,,0.98,0.81,,,49.5,44.8,
"F05",Absolute Quantification,"ABS","16472",Ch2Unknown,"HbA","Manual",21.9,ddPCR Supermix for Probes (no dUTP),438,,,24.1,19.8,398,21134,8,369,390,20765,0.0584,21532,,,,,,,,0.95,,,1.08,0.81,48.6,,,52.2,45.1,1,1,1502,2652.1,955.02,986.39,"",,,,23.1,20.8,,,,,,,1.01,0.88,,,50.4,46.8,
"F06",Absolute Quantification,"ABS","18836",Ch2Unknown,"HbA","Manual",13.9,ddPCR Supermix for Probes (no dUTP),278,,,15.7,12.1,239,20112,2,246,237,19866,0,20351,,,,,,,,1.04,,,1.22,0.85,50.9,,,55.4,46.5,1,1,1818,3271.6,1153.2,1178.1,"",,,,14.8,13,,,,,,,1.13,0.94,,,53.2,48.7,
"F07",Absolute Quantification,"ABS","18836",Ch2Unknown,"HbA","Manual",14.7,ddPCR Supermix for Probes (no dUTP),294,,,16.6,12.8,225,17878,0,223,225,17655,0,18103,,,,,,,,0.99,,,1.17,0.81,49.8,,,54.4,45.1,1,1,1969,3221.3,1140,1165.9,"",,,,15.7,13.7,,,,,,,1.08,0.9,,,52.1,47.4,
"F08",Absolute Quantification,"ABS","20457",Ch2Unknown,"HbA","Manual",15.6,ddPCR Supermix for Probes (no dUTP),312,,,17.5,13.7,261,19559,5,285,256,19274,0.0721,19820,,,,,,,,1.11,,,1.3,0.93,52.7,,,56.8,48.5,1,1,1660,2897.7,1058.4,1082.6,"",,,,16.6,14.6,,,,,,,1.21,1.02,,,54.8,50.5,
"F09",Absolute Quantification,"ABS","14743",Ch2Unknown,"HbA","Manual",14,ddPCR Supermix for Probes (no dUTP),280,,,15.7,12.3,262,21929,1,360,261,21569,0,22191,,,,,,,,1.38,,,1.6,1.16,58,,,61.9,54.1,1,1,1690,3121.4,1149.7,1173,"",,,,14.8,13.1,,,,,,,1.49,1.27,,,60,56,
"F10",Absolute Quantification,"ABS","14743",Ch2Unknown,"HbA","Manual",16.5,ddPCR Supermix for Probes (no dUTP),330,,,18.5,14.6,282,19928,3,321,279,19607,0,20210,,,,,,,,1.15,,,1.33,0.97,53.5,,,57.5,49.5,1,1,1403,2593.1,856.01,880.24,"",,,,17.5,15.5,,,,,,,1.24,1.06,,,55.5,51.5,
"F11",Absolute Quantification,"ABS","NTC",Ch2Unknown,"HbA","Multi",0.12,ddPCR Supermix for Probes (no dUTP),2.4,,,0.39,0.02,2,19319,0,0,2,19319,0,19321,,,,,,,,,,,,,,,,,,1,1,0,6339.5,802.42,803,"",,,,0.23,0.05,,,,,,,,,,,,,
"G02",Absolute Quantification,"ABS","20744",Ch2Unknown,"HbA","Manual",15.8,ddPCR Supermix for Probes (no dUTP),316,,,17.8,13.8,237,17539,4,205,233,17334,0.0824,17776,,,,,,,,0.88,,,1.05,0.72,46.8,,,51.5,42.2,1,1,1448,2654.5,861.59,885.5,"",,,,16.8,14.8,,,,,,,0.96,0.8,,,49.2,44.5,
"G03",Absolute Quantification,"ABS","20744",Ch2Unknown,"HbA","Manual",13.3,ddPCR Supermix for Probes (no dUTP),266,,,15.1,11.6,225,19728,1,243,224,19485,0,19953,,,,,,,,1.08,,,1.28,0.89,52,,,56.6,47.5,1,1,1372,2695.3,854.16,874.92,"",,,,14.2,12.5,,,,,,,1.19,0.98,,,54.3,49.7,
"G04",Absolute Quantification,"ABS","16472",Ch2Unknown,"HbA","Manual",24.3,ddPCR Supermix for Probes (no dUTP),486,,,26.6,22,436,20891,11,441,425,20450,0.101,21327,,,,,,,,1.04,,,1.17,0.9,50.9,,,54.2,47.6,1,1,1439,2482.1,839.26,872.84,"",,,,25.5,23.1,,,,,,,1.11,0.97,,,52.6,49.2,
"G05",Absolute Quantification,"ABS","16472",Ch2Unknown,"HbA","Manual",21.4,ddPCR Supermix for Probes (no dUTP),428,,,23.4,19.3,405,22101,9,437,396,21664,0.0529,22506,,,,,,,,1.1,,,1.25,0.95,52.4,,,55.8,49.1,1,1,1502,2545,898.7,928.32,"",,,,22.4,20.3,,,,,,,1.18,1.03,,,54.1,50.7,
"G06",Absolute Quantification,"ABS","18836",Ch2Unknown,"HbA","Manual",15,ddPCR Supermix for Probes (no dUTP),300,,,16.8,13.1,247,19280,3,205,244,19075,0.0228,19527,,,,,,,,0.84,,,1,0.69,45.7,,,50.3,41.1,1,1,1513,2830.1,918,942.19,"",,,,15.9,14,,,,,,,0.92,0.76,,,48,43.4,
"G07",Absolute Quantification,"ABS","20457",Ch2Unknown,"HbA","Manual",15.2,ddPCR Supermix for Probes (no dUTP),304,,,17,13.3,256,19708,2,247,254,19461,0,19964,,,,,,,,0.97,,,1.14,0.8,49.3,,,53.7,44.9,1,1,1939,3259,1227.4,1253.5,"",,,,16.1,14.2,,,,,,,1.06,0.89,,,51.5,47.1,
"G08",Absolute Quantification,"ABS","20457",Ch2Unknown,"HbA","Manual",16.1,ddPCR Supermix for Probes (no dUTP),322,,,18,14.2,277,20129,4,310,273,19819,0,20406,,,,,,,,1.13,,,1.32,0.95,53.2,,,57.2,49.1,1,1,1660,2899.1,1054.7,1079.8,"",,,,17,15.1,,,,,,,1.23,1.04,,,55.2,51.1,
"G09",Absolute Quantification,"ABS","14743",Ch2Unknown,"HbA","Manual",17,ddPCR Supermix for Probes (no dUTP),340,,,18.9,15,289,19905,2,327,287,19578,0,20194,,,,,,,,1.14,,,1.32,0.96,53.3,,,57.2,49.3,1,1,1565,2908.4,1043.5,1070.2,"",,,,18,16,,,,,,,1.23,1.05,,,55.3,51.3,
"G10",Absolute Quantification,"ABS","19RG-220G0190",Ch2Unknown,"HbA","Manual",141,ddPCR Supermix for Probes (no dUTP),2820,,,146,135,2355,18542,258,2043,2097,16499,0,20897,,,,,,,,0.98,,,1.03,0.92,49.4,,,50.8,47.9,1,1,1632,2991.6,902.44,1137.9,"",,,,143.6,137.8,,,,,,,1.004,0.947,,,50.1,48.7,
"G11",Absolute Quantification,"ABS","NTC",Ch2Unknown,"HbA","Multi",0.06,ddPCR Supermix for Probes (no dUTP),1.2,,,0.28,0,1,19747,1,0,0,19747,0.0596,19748,,,,,,,,1,,,4.3,0,50,,,130,0,1,1,0,2305.8,814.17,814.25,"",,,,0.15,0.02,,,,,,,2.6,0,,,89,11,
"H02",Absolute Quantification,"ABS","20744",Ch2Unknown,"HbA","Manual",13.9,ddPCR Supermix for Probes (no dUTP),278,,,15.6,12.1,238,20082,1,242,237,19840,0,20320,,,,,,,,1.02,,,1.2,0.84,50.5,,,55,46.1,1,1,1448,2781.3,888.62,910.79,"",,,,14.8,13,,,,,,,1.11,0.93,,,52.8,48.2,
"H03",Absolute Quantification,"ABS","20744",Ch2Unknown,"HbA","Manual",13.8,ddPCR Supermix for Probes (no dUTP),276,,,15.6,12,231,19587,1,182,230,19405,0,19818,,,,,,,,0.79,,,0.94,0.64,44.2,,,49,39.4,1,1,1372,2736,857.15,879.05,"",,,,14.7,12.9,,,,,,,0.87,0.71,,,46.6,41.7,
"H04",Absolute Quantification,"ABS","16472",Ch2Unknown,"HbA","Manual",25,ddPCR Supermix for Probes (no dUTP),500,,,27.4,22.6,433,20161,4,387,429,19774,0,20594,,,,,,,,0.9,,,1.03,0.78,47.4,,,50.8,44,1,1,1439,2525.2,840.1,875.52,"",,,,26.2,23.8,,,,,,,0.96,0.84,,,49.2,45.7,
"H05",Absolute Quantification,"ABS","16472",Ch2Unknown,"HbA","Manual",20.8,ddPCR Supermix for Probes (no dUTP),416,,,22.9,18.8,398,22289,6,374,392,21915,0,22687,,,,,,,,0.95,,,1.09,0.82,48.8,,,52.3,45.3,1,1,1502,2593.8,878.1,908.2,"",,,,21.9,19.8,,,,,,,1.02,0.89,,,50.6,47,
"H06",Absolute Quantification,"ABS","18836",Ch2Unknown,"HbA","Manual",11.9,ddPCR Supermix for Probes (no dUTP),238,,,13.5,10.2,202,19907,1,208,201,19699,0,20109,,,,,,,,1.03,,,1.23,0.83,50.9,,,55.7,46,1,1,1513,2794.7,837.61,857.26,"",,,,12.7,11,,,,,,,1.14,0.93,,,53.3,48.4,
"H07",Absolute Quantification,"ABS","20457",Ch2Unknown,"HbA","Manual",17.9,ddPCR Supermix for Probes (no dUTP),358,,,19.9,16,331,21536,5,330,326,21206,0,21867,,,,,,,,1.01,,,1.17,0.86,50.3,,,54.1,46.5,1,1,1747,3060.5,1107.1,1136.7,"",,,,18.9,17,,,,,,,1.09,0.93,,,52.2,48.4,
"H08",Absolute Quantification,"ABS","20457",Ch2Unknown,"HbA","Manual",15.4,ddPCR Supermix for Probes (no dUTP),308,,,17.3,13.5,249,18924,4,286,245,18638,0.0148,19173,,,,,,,,1.17,,,1.36,0.97,53.8,,,58,49.6,1,1,1660,3021.4,1097.8,1122.8,"",,,,16.4,14.4,,,,,,,1.27,1.07,,,56,51.7,
"H09",Absolute Quantification,"ABS","14743",Ch2Unknown,"HbA","Manual",16.4,ddPCR Supermix for Probes (no dUTP),328,,,18.4,14.5,280,19897,3,330,277,19567,0,20177,,,,,,,,1.19,,,1.38,1,54.4,,,58.3,50.4,1,1,1530,2812.2,950.89,976.72,"",,,,17.4,15.5,,,,,,,1.29,1.09,,,56.4,52.3,
"H10",Absolute Quantification,"ABS","19RG-220G0190",Ch2Unknown,"HbA","Manual",131,ddPCR Supermix for Probes (no dUTP),2620,,,137,126,2417,20462,288,2176,2129,18286,1.78,22879,,,,,,,,1.02,,,1.08,0.96,50.5,,,51.9,49.1,1,1,1632,3043,917.75,1142.3,"",,,,134,128.7,,,,,,,1.05,0.991,,,51.2,49.8,
"H11",Absolute Quantification,"ABS","NTC",Ch2Unknown,"HbA","Multi",0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,21562,0,0,0,21562,0,21562,,,,,,,,,,,,,,,,,,1,1,0,0,813.55,813.55,"",,,,0.075,0,,,,,,,,,,,,,
