Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"D07",Absolute Quantification,"ABS","NTC",Ch2Unknown,"HbA","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.15,0,0,22851,0,0,0,22851,0,22851,,,,,,,,,,,,,,,,,,1,1,1652,0,880.01,880.01,"",,,,0.07,0,,,,,,,,,,,,,
"D08",Absolute Quantification,"ABS","19153",Ch2Unknown,"HbA","Manual",16.5,ddPCR Supermix for Probes (no dUTP),330,,,18.4,14.7,314,22177,5,357,309,21820,0,22491,,,,,,,,1.15,,,1.33,0.98,53.6,,,57.3,49.8,1,1,1652,3395.3,867.26,902.56,"",,,,17.5,15.6,,,,,,,1.24,1.07,,,55.5,51.7,
"D09",Absolute Quantification,"ABS","20810",Ch2Unknown,"HbA","Manual",22.8,ddPCR Supermix for Probes (no dUTP),456,,,25,20.6,423,21618,11,372,412,21246,0.202,22041,,,,,,,,0.9,,,1.03,0.78,47.5,,,50.9,44,1,1,1542,3209.6,873.88,918.71,"",,,,23.9,21.7,,,,,,,0.97,0.84,,,49.3,45.7,
"D10",Absolute Quantification,"ABS","20810",Ch2Unknown,"HbA","Manual",21.8,ddPCR Supermix for Probes (no dUTP),436,,,24.1,19.6,364,19439,4,360,360,19079,0,19803,,,,,,,,1,,,1.15,0.85,50,,,53.6,46.4,1,1,1542,3326.5,901.27,945.84,"",,,,23,20.7,,,,,,,1.07,0.93,,,51.9,48.1,
"E02",Absolute Quantification,"ABS","17006",Ch2Unknown,"HbA","Manual",26.6,ddPCR Supermix for Probes (no dUTP),532,,,29,24.2,473,20720,12,405,461,20315,0.156,21193,,,,,,,,0.88,,,1,0.76,46.8,,,50.1,43.5,1,1,1652,3317.8,887.86,942.1,"",,,,27.8,25.3,,,,,,,0.94,0.82,,,48.5,45.1,
"E03",Absolute Quantification,"ABS","17006",Ch2Unknown,"HbA","Manual",23.5,ddPCR Supermix for Probes (no dUTP),470,,,25.8,21.3,418,20692,7,433,411,20259,0,21110,,,,,,,,1.05,,,1.19,0.91,51.3,,,54.6,48,1,1,1652,3185.1,826.37,873.08,"",,,,24.7,22.4,,,,,,,1.13,0.98,,,53,49.6,
"E04",Absolute Quantification,"ABS","17127",Ch2Unknown,"HbA","Manual",9,ddPCR Supermix for Probes (no dUTP),180,,,10.4,7.7,169,21911,1,148,168,21763,0,22080,,,,,,,,0.88,,,1.08,0.69,47,,,52,41,1,1,1652,3210.4,867.89,885.82,"",,,,9.7,8.3,,,,,,,0.98,0.78,,,49.6,44,
"E05",Absolute Quantification,"ABS","17127",Ch2Unknown,"HbA","Manual",9.8,ddPCR Supermix for Probes (no dUTP),196,,,11.2,8.4,186,22227,0,142,186,22085,0,22413,,,,,,,,0.76,,,0.93,0.6,43,,,49,38,1,1,1652,3199.6,870.03,889.36,"",,,,10.5,9.1,,,,,,,0.85,0.68,,,46,40.5,
"E06",Absolute Quantification,"ABS","17472",Ch2Unknown,"HbA","Manual",6.9,ddPCR Supermix for Probes (no dUTP),138,,,8,5.7,133,22692,1,101,132,22591,0.0211,22825,,,,,,,,0.77,,,0.96,0.57,43,,,50,37,1,1,1652,3195.2,826.54,840.34,"",,,,7.5,6.3,,,,,,,0.87,0.67,,,46.6,40.2,
"E07",Absolute Quantification,"ABS","19153",Ch2Unknown,"HbA","Manual",16.2,ddPCR Supermix for Probes (no dUTP),324,,,18,14.3,302,21845,3,310,299,21535,0,22147,,,,,,,,1.04,,,1.2,0.87,50.9,,,54.9,46.9,1,1,1652,3458.2,874.47,909.7,"",,,,17.1,15.2,,,,,,,1.12,0.95,,,52.9,48.9,
"E08",Absolute Quantification,"ABS","19153",Ch2Unknown,"HbA","Manual",16.8,ddPCR Supermix for Probes (no dUTP),336,,,18.6,14.9,308,21450,3,294,305,21156,0,21758,,,,,,,,0.96,,,1.12,0.81,49.1,,,53.1,45.1,1,1,1652,3395.5,871.78,907.5,"",,,,17.7,15.8,,,,,,,1.04,0.89,,,51.1,47.1,
"E09",Absolute Quantification,"ABS","20810",Ch2Unknown,"HbA","Manual",20.6,ddPCR Supermix for Probes (no dUTP),412,,,22.8,18.4,331,18749,7,318,324,18431,0.0869,19080,,,,,,,,0.98,,,1.13,0.83,49.5,,,53.4,45.7,1,1,1542,3045.4,818.98,857.61,"",,,,21.7,19.5,,,,,,,1.06,0.91,,,51.5,47.6,
"E10",Absolute Quantification,"ABS","19RG-220G0190",Ch2Unknown,"HbA","Manual",141,ddPCR Supermix for Probes (no dUTP),2820,,,147,136,2582,20214,302,2339,2280,17875,0.189,22796,,,,,,,,1.02,,,1.08,0.97,50.6,,,52,49.2,1,1,1652,3593.7,912.38,1216.1,"",,,,144.2,138.6,,,,,,,1.053,0.996,,,51.3,49.9,
"F02",Absolute Quantification,"ABS","17006",Ch2Unknown,"HbA","Manual",26.2,ddPCR Supermix for Probes (no dUTP),524,,,28.5,23.8,471,20935,7,425,464,20510,0,21406,,,,,,,,0.92,,,1.04,0.8,47.8,,,51.1,44.6,1,1,1652,3319.8,891.12,944.56,"",,,,27.4,25,,,,,,,0.98,0.86,,,49.5,46.2,
"F03",Absolute Quantification,"ABS","17006",Ch2Unknown,"HbA","Manual",26.1,ddPCR Supermix for Probes (no dUTP),522,,,28.4,23.8,485,21621,9,423,476,21198,0,22106,,,,,,,,0.89,,,1,0.77,47.1,,,50.3,43.8,1,1,1652,3258.4,883.54,935.64,"",,,,27.3,24.9,,,,,,,0.95,0.83,,,48.7,45.4,
"F04",Absolute Quantification,"ABS","17127",Ch2Unknown,"HbA","Manual",8.9,ddPCR Supermix for Probes (no dUTP),178,,,10.2,7.6,171,22523,1,141,170,22382,0,22694,,,,,,,,0.83,,,1.01,0.65,45,,,51,40,1,1,1652,3235.6,872.79,890.59,"",,,,9.6,8.2,,,,,,,0.92,0.74,,,48.2,42.5,
"F05",Absolute Quantification,"ABS","NTC",Ch2Unknown,"HbA","Manual",0.06,ddPCR Supermix for Probes (no dUTP),1.2,,,0.3,0,1,18654,0,0,1,18654,0,18655,,,,,,,,,,,,,,,,,,1,1,1652,2680,1151,1151.1,"",,,,0.16,0.02,,,,,,,,,,,,,
"F06",Absolute Quantification,"ABS","17472",Ch2Unknown,"HbA","Manual",5.3,ddPCR Supermix for Probes (no dUTP),106,,,6.3,4.3,101,22449,0,95,101,22354,0,22550,,,,,,,,0.94,,,1.2,0.68,48,,,55,41,1,1,1652,3242.2,860.61,871.28,"",,,,5.8,4.8,,,,,,,1.07,0.81,,,52,44.9,
"F07",Absolute Quantification,"ABS","19153",Ch2Unknown,"HbA","Manual",16.8,ddPCR Supermix for Probes (no dUTP),336,,,18.7,15,332,23026,7,361,325,22665,0.0918,23358,,,,,,,,1.11,,,1.27,0.94,52.6,,,56.3,48.9,1,1,1652,3421.5,866.58,902.9,"",,,,17.8,15.9,,,,,,,1.19,1.03,,,54.5,50.7,
"F08",Absolute Quantification,"ABS","19153",Ch2Unknown,"HbA","Manual",16.8,ddPCR Supermix for Probes (no dUTP),336,,,18.6,14.9,323,22502,5,368,318,22134,0,22825,,,,,,,,1.16,,,1.33,0.98,53.6,,,57.3,49.9,1,1,1652,3446.6,869.06,905.54,"",,,,17.7,15.8,,,,,,,1.24,1.07,,,55.5,51.7,
"F09",Absolute Quantification,"ABS","20810",Ch2Unknown,"HbA","Manual",24.6,ddPCR Supermix for Probes (no dUTP),492,,,26.8,22.4,472,22317,10,352,462,21965,0.134,22789,,,,,,,,0.77,,,0.87,0.66,43.3,,,46.7,40,1,1,1542,3186.8,876.92,924.76,"",,,,25.8,23.5,,,,,,,0.82,0.71,,,45.1,41.6,
"F10",Absolute Quantification,"ABS","19RG-220G0190",Ch2Unknown,"HbA","Manual",143,ddPCR Supermix for Probes (no dUTP),2860,,,149,137,2269,17601,249,1927,2020,15674,0.0389,19870,,,,,,,,0.96,,,1.01,0.9,48.9,,,50.4,47.4,1,1,1652,3616.6,907.83,1217.2,"",,,,145.7,139.7,,,,,,,0.985,0.928,,,49.6,48.1,
"G02",Absolute Quantification,"ABS","17006",Ch2Unknown,"HbA","Manual",27.7,ddPCR Supermix for Probes (no dUTP),554,,,30.2,25.2,478,20078,11,445,467,19633,0.0238,20556,,,,,,,,0.95,,,1.08,0.83,48.8,,,52,45.6,1,1,1652,3329.5,880.3,937.25,"",,,,28.9,26.4,,,,,,,1.02,0.89,,,50.4,47.2,
"G03",Absolute Quantification,"ABS","17006",Ch2Unknown,"HbA","Manual",26.2,ddPCR Supermix for Probes (no dUTP),524,,,28.4,23.9,519,23066,16,499,503,22567,0.243,23585,,,,,,,,0.99,,,1.11,0.87,49.8,,,52.9,46.8,1,1,1652,3205.1,847.76,899.63,"",,,,27.3,25,,,,,,,1.05,0.93,,,51.4,48.2,
"G04",Absolute Quantification,"ABS","17127",Ch2Unknown,"HbA","Manual",8.9,ddPCR Supermix for Probes (no dUTP),178,,,10.2,7.5,169,22343,0,141,169,22202,0,22512,,,,,,,,0.83,,,1.02,0.65,45,,,51,40,1,1,1652,3286.8,887.9,905.91,"",,,,9.5,8.2,,,,,,,0.93,0.74,,,48.3,42.6,
"G05",Absolute Quantification,"ABS","17472",Ch2Unknown,"HbA","Manual",6.8,ddPCR Supermix for Probes (no dUTP),136,,,7.9,5.6,133,22968,0,108,133,22860,0,23101,,,,,,,,0.81,,,1.02,0.61,45,,,51,39,1,1,1652,3255.8,846.77,860.64,"",,,,7.4,6.2,,,,,,,0.92,0.71,,,48,41.6,
"G06",Absolute Quantification,"ABS","17472",Ch2Unknown,"HbA","Manual",7.4,ddPCR Supermix for Probes (no dUTP),148,,,8.6,6.2,143,22709,1,123,142,22586,0.0117,22852,,,,,,,,0.87,,,1.08,0.66,46,,,52,40,1,1,1652,3264.8,874.34,889.3,"",,,,8,6.8,,,,,,,0.97,0.76,,,49.5,43.4,
"G07",Absolute Quantification,"ABS","19153",Ch2Unknown,"HbA","Manual",17.3,ddPCR Supermix for Probes (no dUTP),346,,,19.3,15.4,313,21071,9,334,304,20737,0.226,21384,,,,,,,,1.1,,,1.26,0.93,52.3,,,56.1,48.5,1,1,1652,3381.1,865.56,902.38,"",,,,18.3,16.4,,,,,,,1.18,1.01,,,54.3,50.4,
"G08",Absolute Quantification,"ABS","19153",Ch2Unknown,"HbA","Manual",16.1,ddPCR Supermix for Probes (no dUTP),322,,,18,14.3,282,20421,3,297,279,20124,0,20703,,,,,,,,1.06,,,1.24,0.89,51.6,,,55.6,47.5,1,1,1652,3461.1,874.61,909.84,"",,,,17.1,15.2,,,,,,,1.15,0.98,,,53.6,49.5,
"G09",Absolute Quantification,"ABS","20810",Ch2Unknown,"HbA","Manual",25.8,ddPCR Supermix for Probes (no dUTP),516,,,28.1,23.5,489,22069,8,409,481,21660,0,22558,,,,,,,,0.85,,,0.96,0.74,46,,,49.2,42.7,1,1,1542,3218.7,876.95,927.71,"",,,,26.9,24.6,,,,,,,0.91,0.79,,,47.6,44.3,
"G10",Absolute Quantification,"ABS","19RG-220G0190",Ch2Unknown,"HbA","Manual",139,ddPCR Supermix for Probes (no dUTP),2780,,,144,134,2613,20829,330,2245,2283,18584,2.72,23442,,,,,,,,0.98,,,1.04,0.93,49.6,,,51,48.3,1,1,1652,3564.4,904.62,1201.1,"",,,,141.8,136.3,,,,,,,1.012,0.957,,,50.3,48.9,
"H02",Absolute Quantification,"ABS","17006",Ch2Unknown,"HbA","Manual",24.1,ddPCR Supermix for Probes (no dUTP),482,,,26.4,21.9,425,20495,9,438,416,20057,0,20920,,,,,,,,1.05,,,1.19,0.91,51.3,,,54.6,48,1,1,1652,3299.2,877.83,927.02,"",,,,25.3,23,,,,,,,1.12,0.98,,,53,49.6,
"H03",Absolute Quantification,"ABS","17006",Ch2Unknown,"HbA","Manual",23.1,ddPCR Supermix for Probes (no dUTP),462,,,25.3,20.9,421,21203,9,392,412,20811,0.0674,21624,,,,,,,,0.95,,,1.08,0.82,48.8,,,52.2,45.4,1,1,1652,3319.8,885.01,932.41,"",,,,24.3,22,,,,,,,1.02,0.89,,,50.5,47,
"H04",Absolute Quantification,"ABS","17127",Ch2Unknown,"HbA","Manual",7.7,ddPCR Supermix for Probes (no dUTP),154,,,9,6.5,151,22891,1,158,150,22733,0,23042,,,,,,,,1.05,,,1.29,0.82,51,,,57,46,1,1,1652,3295,884.68,900.47,"",,,,8.4,7.1,,,,,,,1.17,0.93,,,54.1,48.5,
"H05",Absolute Quantification,"ABS","17472",Ch2Unknown,"HbA","Manual",6.8,ddPCR Supermix for Probes (no dUTP),136,,,8,5.6,129,22233,0,104,129,22129,0,22362,,,,,,,,0.81,,,1.01,0.6,45,,,51,38,1,1,1652,3311,866.18,880.28,"",,,,7.4,6.2,,,,,,,0.91,0.7,,,47.9,41.4,
"H06",Absolute Quantification,"ABS","17472",Ch2Unknown,"HbA","Manual",6.4,ddPCR Supermix for Probes (no dUTP),128,,,7.6,5.3,120,21977,1,115,119,21862,0.0199,22097,,,,,,,,0.97,,,1.21,0.72,49,,,56,43,1,1,1652,3311.7,896.48,909.59,"",,,,7,5.8,,,,,,,1.09,0.84,,,52.4,45.9,
"H07",Absolute Quantification,"ABS","19153",Ch2Unknown,"HbA","Manual",16.9,ddPCR Supermix for Probes (no dUTP),338,,,18.7,15.1,326,22524,5,366,321,22158,0,22850,,,,,,,,1.14,,,1.31,0.97,53.3,,,57,49.5,1,1,1652,3452.2,880.53,917.22,"",,,,17.8,16,,,,,,,1.23,1.05,,,55.1,51.4,
"H08",Absolute Quantification,"ABS","19153",Ch2Unknown,"HbA","Manual",17.4,ddPCR Supermix for Probes (no dUTP),348,,,19.3,15.4,297,19986,7,331,290,19655,0.123,20283,,,,,,,,1.14,,,1.32,0.96,53.3,,,57.1,49.4,1,1,1652,3479.5,898.95,936.73,"",,,,18.4,16.3,,,,,,,1.23,1.05,,,55.2,51.3,
"H09",Absolute Quantification,"ABS","20810",Ch2Unknown,"HbA","Manual",20.3,ddPCR Supermix for Probes (no dUTP),406,,,22.4,18.2,353,20294,5,392,348,19902,0,20647,,,,,,,,1.13,,,1.29,0.96,53,,,56.5,49.4,1,1,1542,3265.1,885.46,926.14,"",,,,21.4,19.2,,,,,,,1.21,1.04,,,54.8,51.1,
"H10",Absolute Quantification,"ABS","NTC",Ch2Unknown,"HbA","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.15,0,0,23276,0,0,0,23276,0,23276,,,,,,,,,,,,,,,,,,1,1,1652,0,884.03,884.03,"",,,,0.069,0,,,,,,,,,,,,,
"A11",Absolute Quantification,"ABS","NTC",Ch2Unknown,"HbA","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.21,0,0,16920,0,0,0,16920,0,16920,,,,,,,,,,,,,,,,,,1,1,1652,0,838.58,838.58,"",,,,0.095,0,,,,,,,,,,,,,
"B11",Absolute Quantification,"ABS","NTC",Ch2Unknown,"HbA","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,22374,0,0,0,22374,0,22374,,,,,,,,,,,,,,,,,,1,1,1652,0,891.68,891.68,"",,,,0.072,0,,,,,,,,,,,,,
